decision_step	day_zero_based	hour_zero_based	player	farmer	hands	market
76	3	4	Majkel1337	"[""EAST""]"	"[[""FEED""], [""FEED""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""COLLECT_FERTILIZER""]]"	[]
76	3	4	DSM	"[""EAST""]"	"[[""FEED""], [""FEED""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""COLLECT_FERTILIZER""], [""WEST""]]"	[]
77	3	5	Majkel1337	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""CARE""], [""CARE""], [""WEST""], [""WEST""], [""SOUTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
77	3	5	DSM	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""CARE""], [""CARE""], [""WEST""], [""WEST""], [""SOUTH""], [""WEST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
78	3	6	Majkel1337	"[""WEST""]"	"[[""NORTH""], [""WEST""], [""CARE""], [""WEST""], [""SOUTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
78	3	6	DSM	"[""WEST""]"	"[[""NORTH""], [""WEST""], [""CARE""], [""WEST""], [""SOUTH""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
79	3	7	Majkel1337	"[""WEST""]"	"[[""SOUTH""], [""FEED""], [""NORTH""], [""COLLECT_FERTILIZER""], [""PLACE"", ""FERTILIZER"", 1]]"	[]
79	3	7	DSM	"[""WEST""]"	"[[""FEED""], [""FEED""], [""NORTH""], [""COLLECT_FERTILIZER""], [""PLACE"", ""FERTILIZER"", 1], [""HARVEST""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 2]]"
80	3	8	Majkel1337	"[""WEST""]"	"[[""NORTH""], [""CARE""], [""WATER""], [""EAST""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
80	3	8	DSM	"[""WEST""]"	"[[""SOUTH""], [""CARE""], [""WATER""], [""EAST""], [""NORTH""], [""PLANT"", ""STRAWBERRY""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
81	3	9	Majkel1337	"[""WATER""]"	"[[""FEED""], [""EAST""], [""WEST""], [""EAST""], [""NORTH""]]"	[]
81	3	9	DSM	"[""WATER""]"	"[[""SOUTH""], [""EAST""], [""WEST""], [""EAST""], [""NORTH""], [""WATER""]]"	[]
82	3	10	Majkel1337	"[""NORTH""]"	"[[""SOUTH""], [""EAST""], [""WATER""], [""PLACE"", ""FERTILIZER"", 1], [""WEST""]]"	[]
82	3	10	DSM	"[""NORTH""]"	"[[""CARE""], [""EAST""], [""WATER""], [""PLACE"", ""FERTILIZER"", 1], [""WEST""], [""NORTH""]]"	[]
83	3	11	Majkel1337	"[""WEST""]"	"[[""SOUTH""], [""FEED""], [""WEST""], [""WEST""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
83	3	11	DSM	"[""WATER""]"	"[[""FEED""], [""FEED""], [""WEST""], [""NORTH""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1], [""BUY_SEED"", ""STRAWBERRY"", 1]]"
84	3	12	Majkel1337	"[""WATER""]"	"[[""CARE""], [""CARE""], [""WATER""], [""WEST""], [""NORTH""]]"	[]
84	3	12	DSM	"[""NORTH""]"	"[[""NORTH""], [""NORTH""], [""WATER""], [""WEST""], [""NORTH""], [""HARVEST""]]"	[]
85	3	13	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""WEST""], [""WEST""], [""WEST""], [""NORTH""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
85	3	13	DSM	"[""WATER""]"	"[[""WEST""], [""WEST""], [""HARVEST""], [""WATER""], [""NORTH""], [""PLANT"", ""STRAWBERRY""]]"	[]
86	3	14	Majkel1337	"[""WATER""]"	"[[""WEST""], [""WEST""], [""WATER""], [""WEST""], [""WEST""]]"	[]
86	3	14	DSM	"[""NORTH""]"	"[[""WEST""], [""WEST""], [""PLANT"", ""STRAWBERRY""], [""WEST""], [""WEST""], [""WATER""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
87	3	15	Majkel1337	"[""NORTH""]"	"[[""WATER""], [""WEST""], [""EAST""], [""WATER""], [""WATER""]]"	[]
87	3	15	DSM	"[""WATER""]"	"[[""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""NORTH""]]"	[]
88	3	16	Majkel1337	"[""WATER""]"	"[[""WEST""], [""NORTH""], [""SOUTH""], [""HARVEST""], [""HARVEST""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
88	3	16	DSM	"[""WEST""]"	"[[""NORTH""], [""NORTH""], [""SOUTH""], [""NORTH""], [""HARVEST""], [""WATER""]]"	[]
89	3	17	Majkel1337	"[""NORTH""]"	"[[""WATER""], [""WATER""], [""WEST""], [""PLANT"", ""STRAWBERRY""], [""PLANT"", ""STRAWBERRY""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
89	3	17	DSM	"[""WATER""]"	"[[""NORTH""], [""WATER""], [""WATER""], [""NORTH""], [""PLANT"", ""STRAWBERRY""], [""HARVEST""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
90	3	18	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""WATER""]]"	[]
90	3	18	DSM	"[""NORTH""]"	"[[""NORTH""], [""NORTH""], [""NORTH""], [""NORTH""], [""WATER""], [""PLANT"", ""STRAWBERRY""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
91	3	19	Majkel1337	"[""EAST""]"	"[[""WATER""], [""EAST""], [""NORTH""], [""NORTH""], [""EAST""]]"	[]
91	3	19	DSM	"[""WATER""]"	"[[""EAST""], [""NORTH""], [""NORTH""], [""WEST""], [""EAST""], [""WATER""]]"	[]
92	3	20	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""NORTH""], [""NORTH""], [""NORTH""], [""WATER""]]"	[]
92	3	20	DSM	"[""EAST""]"	"[[""EAST""], [""EAST""], [""EAST""], [""WATER""], [""WATER""], [""NORTH""]]"	[]
93	3	21	Majkel1337	"[""EAST""]"	"[[""NORTH""], [""NORTH""], [""EAST""], [""NORTH""], [""EAST""]]"	[]
93	3	21	DSM	"[""EAST""]"	"[[""WATER""], [""EAST""], [""EAST""], [""EAST""], [""EAST""], [""NORTH""]]"	[]
94	3	22	Majkel1337	"[""EAST""]"	"[[""EAST""], [""EAST""], [""EAST""], [""NORTH""], [""WATER""]]"	[]
94	3	22	DSM	"[""SOUTH""]"	"[[""PASS""], [""PASS""], [""PASS""], [""SOUTH""], [""PASS""], [""SOUTH""]]"	[]
95	3	23	Majkel1337	"[""SOUTH""]"	"[[""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""PASS""]]"	[]
95	3	23	DSM	"[""PASS""]"	"[[""PASS""], [""PASS""], [""PASS""], [""PASS""], [""PASS""], [""SOUTH""]]"	[]
96	4	0	Majkel1337	"[""COLLECT_FERTILIZER""]"	[]	"[[""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
96	4	0	DSM	"[""COLLECT_FERTILIZER""]"	[]	"[[""SELL"", ""WHEAT"", 1], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
97	4	1	Majkel1337	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 2], [""NORTH""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 1]]"
97	4	1	DSM	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 3], [""NORTH""], [""NORTH""], [""NORTH""]]"	[]
98	4	2	Majkel1337	"[""WEST""]"	"[[""WEST""], [""NORTH""], [""NORTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
98	4	2	DSM	"[""WEST""]"	"[[""WEST""], [""NORTH""], [""NORTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
99	4	3	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""CARE""], [""WEST""], [""NORTH""], [""SOUTH""], [""WEST""], [""WEST""]]"	[]
99	4	3	DSM	"[""COLLECT_FERTILIZER""]"	"[[""CARE""], [""WEST""], [""NORTH""], [""SOUTH""], [""WEST""], [""WEST""]]"	[]
100	4	4	Majkel1337	"[""EAST""]"	"[[""WEST""], [""FEED""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""COLLECT_FERTILIZER""], [""WEST""]]"	[]
100	4	4	DSM	"[""EAST""]"	"[[""WEST""], [""FEED""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""COLLECT_FERTILIZER""], [""WEST""]]"	[]
101	4	5	Majkel1337	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""WEST""], [""CARE""], [""WEST""], [""WEST""], [""SOUTH""], [""WEST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
101	4	5	DSM	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""WEST""], [""CARE""], [""WEST""], [""PICKUP"", ""WHEAT"", 5], [""SOUTH""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
102	4	6	Majkel1337	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""WEST""], [""CARE""], [""WEST""], [""SOUTH""], [""WEST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
102	4	6	DSM	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""WEST""], [""CARE""], [""FEED""], [""SOUTH""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
103	4	7	Majkel1337	"[""WEST""]"	"[[""EAST""], [""FEED""], [""NORTH""], [""WEST""], [""PLACE"", ""FERTILIZER"", 1], [""WATER""]]"	[]
103	4	7	DSM	"[""NORTH""]"	"[[""EAST""], [""FEED""], [""NORTH""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""NORTH""]]"	[]
104	4	8	Majkel1337	"[""WEST""]"	"[[""EAST""], [""CARE""], [""WATER""], [""WATER""], [""NORTH""], [""HARVEST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
104	4	8	DSM	"[""WEST""]"	"[[""EAST""], [""CARE""], [""WATER""], [""FEED""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 1], [""BUY_SEED"", ""STRAWBERRY"", 1]]"
105	4	9	Majkel1337	"[""NORTH""]"	"[[""PLACE"", ""FERTILIZER"", 1], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""], [""PLANT"", ""STRAWBERRY""]]"	[]
105	4	9	DSM	"[""WATER""]"	"[[""PLACE"", ""FERTILIZER"", 1], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""], [""WEST""]]"	[]
106	4	10	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""WEST""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1], [""BUY_SEED"", ""STRAWBERRY"", 1]]"
106	4	10	DSM	"[""WEST""]"	"[[""NORTH""], [""NORTH""], [""WATER""], [""FEED""], [""WEST""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
107	4	11	Majkel1337	"[""NORTH""]"	"[[""FEED""], [""EAST""], [""WEST""], [""NORTH""], [""WATER""], [""NORTH""]]"	[]
107	4	11	DSM	"[""WATER""]"	"[[""CARE""], [""WEST""], [""WEST""], [""SOUTH""], [""WATER""], [""HARVEST""]]"	[]
108	4	12	Majkel1337	"[""WATER""]"	"[[""CARE""], [""EAST""], [""WATER""], [""WATER""], [""NORTH""], [""WATER""]]"	[]
108	4	12	DSM	"[""WEST""]"	"[[""SOUTH""], [""WATER""], [""WATER""], [""WEST""], [""NORTH""], [""PLANT"", ""STRAWBERRY""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
109	4	13	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""FEED""], [""HARVEST""], [""NORTH""], [""NORTH""], [""HARVEST""]]"	[]
109	4	13	DSM	"[""WATER""]"	"[[""DROP""], [""NORTH""], [""WEST""], [""WATER""], [""NORTH""], [""WATER""]]"	[]
110	4	14	Majkel1337	"[""WATER""]"	"[[""SOUTH""], [""SOUTH""], [""PLANT"", ""STRAWBERRY""], [""WATER""], [""WEST""], [""PASS""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
110	4	14	DSM	"[""SOUTH""]"	"[[""PICKUP"", ""WHEAT"", 2], [""WATER""], [""WATER""], [""NORTH""], [""WEST""], [""NORTH""]]"	[]
111	4	15	Majkel1337	"[""WEST""]"	"[[""SOUTH""], [""WEST""], [""WATER""], [""WEST""], [""WATER""], [""PLANT"", ""STRAWBERRY""]]"	"[[""BUY_SEED"", ""STRAWBERRY"", 1]]"
111	4	15	DSM	"[""WATER""]"	"[[""PICKUP"", ""WHEAT"", 1], [""NORTH""], [""NORTH""], [""WEST""], [""WATER""], [""WATER""]]"	[]
112	4	16	Majkel1337	"[""WATER""]"	"[[""FEED""], [""WATER""], [""SOUTH""], [""WATER""], [""WEST""], [""WATER""]]"	[]
112	4	16	DSM	"[""NORTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WATER""], [""WATER""], [""WATER""], [""EAST""], [""SOUTH""]]"	[]
113	4	17	Majkel1337	"[""NORTH""]"	"[[""DROP""], [""WEST""], [""WATER""], [""HARVEST""], [""WATER""], [""NORTH""]]"	[]
113	4	17	DSM	"[""NORTH""]"	"[[""DROP""], [""EAST""], [""EAST""], [""WEST""], [""WATER""], [""SOUTH""]]"	[]
114	4	18	Majkel1337	"[""WATER""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WATER""], [""SOUTH""], [""PLANT"", ""STRAWBERRY""], [""EAST""], [""NORTH""]]"	[]
114	4	18	DSM	"[""WATER""]"	"[[""PICKUP"", ""WHEAT"", 2], [""EAST""], [""EAST""], [""WEST""], [""EAST""], [""WATER""]]"	[]
115	4	19	Majkel1337	"[""SOUTH""]"	"[[""DROP""], [""SOUTH""], [""SOUTH""], [""WATER""], [""EAST""], [""SOUTH""]]"	[]
115	4	19	DSM	"[""SOUTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""EAST""], [""EAST""], [""NORTH""], [""WATER""], [""NORTH""]]"	[]
116	4	20	Majkel1337	"[""NORTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WEST""], [""WEST""], [""NORTH""], [""WATER""], [""NORTH""]]"	[]
116	4	20	DSM	"[""SOUTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""]]"	[]
117	4	21	Majkel1337	"[""EAST""]"	"[[""DROP""], [""WEST""], [""WEST""], [""EAST""], [""EAST""], [""EAST""]]"	[]
117	4	21	DSM	"[""EAST""]"	"[[""DROP""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""]]"	[]
118	4	22	Majkel1337	"[""EAST""]"	"[[""WEST""], [""WATER""], [""WATER""], [""EAST""], [""WATER""], [""EAST""]]"	"[[""SELL"", ""WHEAT"", 1]]"
118	4	22	DSM	"[""EAST""]"	"[[""PICKUP"", ""WHEAT"", 2], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""NORTH""], [""SOUTH""]]"	[]
119	4	23	Majkel1337	"[""SOUTH""]"	"[[""WEST""], [""PASS""], [""PASS""], [""SOUTH""], [""PASS""], [""SOUTH""]]"	[]
119	4	23	DSM	"[""EAST""]"	"[[""PICKUP"", ""WHEAT"", 1], [""SOUTH""], [""SOUTH""], [""EAST""], [""SOUTH""], [""PASS""]]"	[]
120	5	0	Majkel1337	"[""COLLECT_FERTILIZER""]"	[]	"[[""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
120	5	0	DSM	"[""COLLECT_FERTILIZER""]"	[]	"[[""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
121	5	1	Majkel1337	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 3], [""NORTH""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 1]]"
121	5	1	DSM	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 3], [""PICKUP"", ""WHEAT"", 3], [""NORTH""], [""NORTH""], [""NORTH""]]"	[]
122	5	2	Majkel1337	"[""PICKUP"", ""WHEAT"", 7]"	"[[""WEST""], [""NORTH""], [""NORTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
122	5	2	DSM	"[""WEST""]"	"[[""WEST""], [""NORTH""], [""NORTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
123	5	3	Majkel1337	"[""WEST""]"	"[[""CARE""], [""WEST""], [""NORTH""], [""SOUTH""], [""WEST""], [""WEST""]]"	[]
123	5	3	DSM	"[""COLLECT_FERTILIZER""]"	"[[""CARE""], [""WEST""], [""NORTH""], [""SOUTH""], [""WEST""], [""WEST""]]"	[]
124	5	4	Majkel1337	"[""FEED""]"	"[[""WEST""], [""FEED""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""COLLECT_FERTILIZER""], [""WEST""]]"	[]
124	5	4	DSM	"[""EAST""]"	"[[""WEST""], [""FEED""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""COLLECT_FERTILIZER""], [""WEST""]]"	[]
125	5	5	Majkel1337	"[""CARE""]"	"[[""COLLECT_FERTILIZER""], [""CARE""], [""WEST""], [""WEST""], [""SOUTH""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
125	5	5	DSM	"[""PLACE"", ""FERTILIZER"", 1]"	"[[""WEST""], [""CARE""], [""WEST""], [""PICKUP"", ""WHEAT"", 5], [""SOUTH""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
126	5	6	Majkel1337	"[""WEST""]"	"[[""EAST""], [""WEST""], [""CARE""], [""WEST""], [""SOUTH""], [""NORTH""]]"	[]
126	5	6	DSM	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""WEST""], [""CARE""], [""FEED""], [""SOUTH""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
127	5	7	Majkel1337	"[""FEED""]"	"[[""PLACE"", ""FERTILIZER"", 1], [""FEED""], [""NORTH""], [""COLLECT_FERTILIZER""], [""PLACE"", ""FERTILIZER"", 1], [""WATER""]]"	[]
127	5	7	DSM	"[""NORTH""]"	"[[""EAST""], [""FEED""], [""NORTH""], [""NORTH""], [""PLACE"", ""FERTILIZER"", 1], [""WATER""]]"	[]
128	5	8	Majkel1337	"[""CARE""]"	"[[""FEED""], [""CARE""], [""WATER""], [""EAST""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 2], [""BUY_PRODUCT"", ""WHEAT"", 3]]"
128	5	8	DSM	"[""WEST""]"	"[[""EAST""], [""CARE""], [""WATER""], [""FEED""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
129	5	9	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""NORTH""], [""WEST""], [""EAST""], [""NORTH""], [""WATER""]]"	[]
129	5	9	DSM	"[""WATER""]"	"[[""PLACE"", ""FERTILIZER"", 1], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""], [""WATER""]]"	[]
130	5	10	Majkel1337	"[""WATER""]"	"[[""FEED""], [""NORTH""], [""WATER""], [""PLACE"", ""FERTILIZER"", 1], [""WEST""], [""NORTH""]]"	[]
130	5	10	DSM	"[""WEST""]"	"[[""NORTH""], [""NORTH""], [""WATER""], [""FEED""], [""WEST""], [""NORTH""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
131	5	11	Majkel1337	"[""EAST""]"	"[[""CARE""], [""EAST""], [""WEST""], [""PICKUP"", ""WHEAT"", 3], [""WATER""], [""WATER""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
131	5	11	DSM	"[""WEST""]"	"[[""CARE""], [""EAST""], [""WEST""], [""SOUTH""], [""WATER""], [""WATER""]]"	[]
132	5	12	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""EAST""], [""WATER""], [""NORTH""], [""NORTH""], [""NORTH""]]"	[]
132	5	12	DSM	"[""WATER""]"	"[[""SOUTH""], [""WEST""], [""WATER""], [""WEST""], [""NORTH""], [""NORTH""]]"	[]
133	5	13	Majkel1337	"[""NORTH""]"	"[[""FEED""], [""FEED""], [""NORTH""], [""NORTH""], [""NORTH""], [""WATER""]]"	[]
133	5	13	DSM	"[""SOUTH""]"	"[[""DROP""], [""WATER""], [""NORTH""], [""WATER""], [""NORTH""], [""WATER""]]"	[]
134	5	14	Majkel1337	"[""WEST""]"	"[[""SOUTH""], [""WEST""], [""WATER""], [""SOUTH""], [""WEST""], [""WEST""]]"	[]
134	5	14	DSM	"[""WATER""]"	"[[""PICKUP"", ""WHEAT"", 2], [""WEST""], [""WATER""], [""NORTH""], [""WEST""], [""WEST""]]"	[]
135	5	15	Majkel1337	"[""WATER""]"	"[[""SOUTH""], [""WEST""], [""EAST""], [""SOUTH""], [""EAST""], [""WATER""]]"	[]
135	5	15	DSM	"[""NORTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WEST""], [""EAST""], [""SOUTH""], [""EAST""], [""WATER""]]"	[]
136	5	16	Majkel1337	"[""WEST""]"	"[[""DROP""], [""WEST""], [""WATER""], [""DROP""], [""WATER""], [""SOUTH""]]"	[]
136	5	16	DSM	"[""NORTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WATER""], [""WATER""], [""NORTH""], [""WATER""], [""SOUTH""]]"	[]
137	5	17	Majkel1337	"[""WEST""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WEST""], [""EAST""], [""PICKUP"", ""WHEAT"", 1], [""EAST""], [""WATER""]]"	[]
137	5	17	DSM	"[""NORTH""]"	"[[""DROP""], [""NORTH""], [""EAST""], [""NORTH""], [""EAST""], [""WATER""]]"	[]
138	5	18	Majkel1337	"[""WATER""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WATER""], [""WATER""], [""PICKUP"", ""WHEAT"", 1], [""WATER""], [""SOUTH""]]"	[]
138	5	18	DSM	"[""NORTH""]"	"[[""PICKUP"", ""WHEAT"", 2], [""NORTH""], [""WATER""], [""NORTH""], [""WATER""], [""NORTH""]]"	[]
139	5	19	Majkel1337	"[""SOUTH""]"	"[[""DROP""], [""SOUTH""], [""SOUTH""], [""DROP""], [""SOUTH""], [""SOUTH""]]"	[]
139	5	19	DSM	"[""SOUTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""]]"	[]
140	5	20	Majkel1337	"[""WATER""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WATER""], [""SOUTH""], [""PICKUP"", ""WHEAT"", 1], [""SOUTH""], [""WATER""]]"	[]
140	5	20	DSM	"[""EAST""]"	"[[""PICKUP"", ""WHEAT"", 1], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""EAST""]]"	[]
141	5	21	Majkel1337	"[""SOUTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""SOUTH""], [""SOUTH""], [""PICKUP"", ""WHEAT"", 1], [""SOUTH""], [""SOUTH""]]"	[]
141	5	21	DSM	"[""SOUTH""]"	"[[""DROP""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""SOUTH""]]"	[]
142	5	22	Majkel1337	"[""WATER""]"	"[[""DROP""], [""WATER""], [""SOUTH""], [""DROP""], [""SOUTH""], [""WATER""]]"	[]
142	5	22	DSM	"[""SOUTH""]"	"[[""PICKUP"", ""WHEAT"", 2], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""WEST""], [""SOUTH""]]"	[]
143	5	23	Majkel1337	"[""EAST""]"	"[[""PASS""], [""PASS""], [""DROP""], [""PASS""], [""PICKUP"", ""WHEAT"", 4], [""EAST""]]"	[]
143	5	23	DSM	"[""PASS""]"	"[[""PICKUP"", ""WHEAT"", 1], [""EAST""], [""DROP""], [""EAST""], [""PASS""], [""EAST""]]"	[]
144	6	0	Majkel1337	"[""NORTH""]"	[]	"[[""SELL"", ""WHEAT"", 2], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
144	6	0	DSM	"[""NORTH""]"	[]	"[[""SELL"", ""WHEAT"", 2], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
145	6	1	Majkel1337	"[""HARVEST""]"	"[[""WEST""], [""PICKUP"", ""WHEAT"", 1], [""PICKUP"", ""WHEAT"", 1], [""NORTH""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 1]]"
145	6	1	DSM	"[""HARVEST""]"	"[[""WEST""], [""PICKUP"", ""WHEAT"", 1], [""PICKUP"", ""WHEAT"", 1], [""NORTH""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""BUY_PRODUCT"", ""WHEAT"", 2]]"
146	6	2	Majkel1337	"[""SOUTH""]"	"[[""WEST""], [""NORTH""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""], [""WEST""], [""WEST""]]"	[]
146	6	2	DSM	"[""SOUTH""]"	"[[""WEST""], [""NORTH""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""], [""WEST""], [""WEST""]]"	[]
147	6	3	Majkel1337	"[""DROP""]"	"[[""HARVEST""], [""NORTH""], [""FEED""], [""NORTH""], [""WEST""], [""HARVEST""], [""WEST""], [""WEST""]]"	[]
147	6	3	DSM	"[""DROP""]"	"[[""HARVEST""], [""NORTH""], [""FEED""], [""NORTH""], [""WEST""], [""HARVEST""], [""WEST""], [""WEST""]]"	[]
148	6	4	Majkel1337	"[""PICKUP"", ""WHEAT"", 10]"	"[[""EAST""], [""WEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""WATER""], [""EAST""], [""WEST""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 6]]"
148	6	4	DSM	"[""PICKUP"", ""WHEAT"", 9]"	"[[""EAST""], [""WEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""WATER""], [""EAST""], [""WEST""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 6]]"
149	6	5	Majkel1337	"[""WEST""]"	"[[""EAST""], [""FEED""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""NORTH""], [""DROP""], [""WATER""], [""EAST""]]"	"[[""BUY_LAND""]]"
149	6	5	DSM	"[""WEST""]"	"[[""EAST""], [""FEED""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""NORTH""], [""DROP""], [""WATER""], [""EAST""]]"	"[[""BUY_LAND""]]"
